Course ID,Discipline,Key,Course Name,Institute,Duration,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,Click here to Join the course, , , , 
noc26-cs101,Computer Science and Engineering,CS,Linear Algebra for Machine Learning and Quantum Computing,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs101,,,,
noc26-cs102,Computer Science and Engineering,CS,Distributed Optimization and Machine Learning,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs102,,,,
noc26-cs90,Computer Science and Engineering,CS,Psychology of Learning,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs90,,,,
noc26-cs96,Computer Science and Engineering,CS,Mathematics for Economics - I,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs96,,,,
noc26-cs97,Computer Science and Engineering,CS,Ecology and Society,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs97,,,,
noc26-cs99,Computer Science and Engineering,CS,"Science, Technology and Society",IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs99,,,,
noc26-cs105,Computer Science and Engineering,CS,Literary and Cultural Disability Studies: An Exploration,IIT Bombay,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs105,,,,
noc26-cs106,Computer Science and Engineering,CS,Patent Law for Engineers And Scientists,IIT Madras,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs106,,,,
noc26-cs107,Computer Science and Engineering,CS,Psychology of Everyday,IIT Madras,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs107,,,,
noc26-cs108,Computer Science and Engineering,CS,Sociology and Resource Management,IISc Bangalore,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs108,,,,
noc26-cs109,Computer Science and Engineering,CS,Urban Sociology,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs109,,,,
noc26-cs110,Computer Science and Engineering,CS,Mastering Speaking and Presentations: A case Based Approach,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs110,,,,
noc26-cs111,Computer Science and Engineering,CS,Gender and literature,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs111,,,,
noc26-cs112,Computer Science and Engineering,CS,Energy Economics And Policy,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs112,,,,
noc26-cs116,Computer Science and Engineering,CS,Sports and Performance Nutrition,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs116,,,,
noc26-cs117,Computer Science and Engineering,CS,Sports Psychology,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs117,,,,
noc26-cs118,Computer Science and Engineering,CS,Introduction to Exercise Physiology & Sports Performance,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs118,,,,
noc26-cs119,Computer Science and Engineering,CS,"Fundamentals of Sports Training, Load Management and recovery",IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs119,,,,
noc26-cs120,Computer Science and Engineering,CS,Research Methodology in Humanities and Social Sciences,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs120,,,,
noc26-cs121,computer Science and Engineering,CS,Memory,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs121,,,,
noc26-cs122,Computer Science and Engineering,CS,Developing Soft Skills and Personality,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs122,,,,
noc26-cs123,Computer Science and Engineering,CS,Introduction to Advanced Cognitive Processes,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs123,,,,
noc26-cs124,Computer Science and Engineering,CS,The Science of Happiness and Wellbeing,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs124,,,,
noc26-cs125,Computer Science and Engineering,CS,Development Research Methods,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs125,,,,
noc26-cs126,Computer Science and Engineering,CS,Digital Transformation and Technological Innovation,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs126,,,,
noc26-cs127,Computer Science and Engineering,CS,Spatial Statistics and Spatial Econometrics,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs127,,,,
noc26-cs103,Computer Science and Engineering,CS,Foundations of Virtual Reality,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs103,,,,
noc26-cs104,Computer Science and Engineering,CS,Machine Learning (Ml) In Hindi,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs104,,,,
noc26-cs92,Computer Science and Engineering,CS,Logistics & Supply Chain Management,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs92,,,,
noc26-cs113,Computer Science and Engineering,CS,The Literature of Climate Crisis,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs113,,,,
noc26-cs114,Computer Science and Engineering,CS,Nation and Narration,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs114,,,,
noc26-cs115,Computer Science and Engineering,CS,Technical English for Engineers,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs115,,,,
noc26-cs98,"Computer Science and Engineering
Civil Engineering
Environmental Science",CS,Environment and Development,IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs98,,,,
noc26-ma140,"Computer Science and Engineering,
Mathematics,
Electrical Engineering",CS,Sociology of Development,IIT Madras,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 17, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma140,,,,
noc26-cs91,Statistics and data science,CS,Exploratory Data Analysis for Data Science with R Software (Hindi),IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs91,,,,
noc26-cs91,Statistics and data science,CS,Introduction to Language and Linguistics,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_cs91,,,,
noc26-mg122,Management / Finance / Data Science,CS + MGMT,Advanced R Programming for Data Analytics in Business,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg122,,,,
noc26-ma134,Applied Mathematics,Math,Essentials of Topology,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma134,,,,
noc26-ma139,Statistics – Mathematical Sciences,Math,Introduction to Probability & Statistics (in Hindi),IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma139,,,,
noc26-mg139,Business/ Management,MGMT,Digital Marketing in the AI era - Part 1,IIT Madras,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 18, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg139,,,,
noc26-hs188,Human Resource Management,MGMT,HR Analytics,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_hs188,,,,
noc26-mg121,Management,MGMT,Data Analysis & Decision Making - II,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg121,,,,
noc26-mg100,Management,MGMT,Corporate Social Responsibility,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg100,,,,
noc26-mg101,Management,MGMT,Knowledge Management,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg101,,,,
noc26-mg102,Management,MGMT,Decision Modeling,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg102,,,,
noc26-mg137,Management,MGMT,Labour Welfare and Industrial Relations,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg137,,,,
noc26-mg138,Management,MGMT,Learning and Development in Organizations,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg138,,,,
noc26-mg103,Management,MGMT,Management Accounting,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg103,,,,
noc26-mg104,Management,MGMT,Working Capital Management,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg104,,,,
noc26-mg105,Management,MGMT,Marketing Research and Analysis,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg105,,,,
noc26-mg106,Management,MGMT,Project Management for Managers,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg106,,,,
noc26-mg107,Management,MGMT,Managerial Skills for Interpersonal Dynamics,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg107,,,,
noc26-mg108,Management,MGMT,Training of Trainers,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg108,,,,
noc26-mg109,Management,MGMT,Product and Brand Management,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg109,,,,
noc26-mg110,Management,MGMT,Quantitative Investment Management,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg110,,,,
noc26-mg111,Management,MGMT,Security Analysis & Portfolio Management,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg111,,,,
noc26-mg112,Management,MGMT,Operations and Supply Chain Management,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg112,,,,
noc26-mg151,Management,MGMT,Economics of Health and Health Care,IIT Kanpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 25, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg151,,,,
noc26-mg152,Management,MGMT,Marketing Management - I,IIT Kanpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 16, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg152,,,,
noc26-mg153,Management,MGMT,Business Marketing - Technology Focus,IIT Kanpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 17, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg153,,,,
noc26-mg113,Management,MGMT,Organizational Behaviour,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg113,,,,
noc26-mg114,Management,MGMT,Entrepreneurship,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg114,,,,
noc26-mg115,Management,MGMT,Project Selection and Finance for Professionals,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg115,,,,
noc26-mg116,Management,MGMT,Business to Business Marketing (B2B),IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg116,,,,
noc26-mg117,Management,MGMT,Strategic Management,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg117,,,,
noc26-mg118,Management,MGMT,Path Integral Methods in Physics & Finance,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg118,,,,
noc26-mg120,Management,MGMT,Decision Making with Spreadsheet,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg120,,,,
noc26-mg124,Management,MGMT,Applied Econometrics,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg124,,,,
noc26-mg125,Management,MGMT,Production and Operations Management: Theory and Application,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg125,,,,
noc26-mg126,Management,MGMT,Six Sigma,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg126,,,,
noc26-mg127,Management,MGMT,Commodity Derivatives & Risk Management,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg127,,,,
noc26-mg128,Management,MGMT,Human Factors Engineering,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg128,,,,
noc26-mg129,Management,MGMT,Management Information System,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg129,,,,
noc26-mg130,Management,MGMT,Automation in Production Systems and Management,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg130,,,,
noc26-mg131,Management,MGMT,Organizational Behaviour - II,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg131,,,,
noc26-mg132,Management,MGMT,Performance and Reward Management,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg132,,,,
noc26-mg133,Management,MGMT,Decision Support System for Managers,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg133,,,,
noc26-mg134,Management,MGMT,E-Business,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg134,,,,
noc26-mg135,Management,MGMT,Industrial Safety Engineering,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg135,,,,
noc26-mg136,Management,MGMT,Strategy And Technology: A Practical Primer,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg136,,,,
noc26-mg95,Management,MGMT,Managing Services,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg95,,,,
noc26-mg96,Management,MGMT,Advanced Algorithmic Trading and Portfolio Management,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg96,,,,
noc26-mg97,Management,MGMT,Brand Management,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg97,,,,
noc26-mg142,Management,MGMT,Business and Sustainable Development,IIT Bombay,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 17, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg142,,,,
noc26-mg143,Management,MGMT,Gender Justice and Workplace Security,IIT Kharagpur,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 25, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg143,,,,
noc26-mg144,Management,MGMT,Toyota Production System,IIT Roorkee,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg144,,,,
noc26-mg145,Management,MGMT,"Innovation, Business Models and Entrepreneurship",IIT Roorkee,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 25, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg145,,,,
noc26-mg146,Management,MGMT,Strategic Management - The Competitive Edge,IISc Bangalore,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 16, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg146,,,,
noc26-mg147,Management,MGMT,Yoga and Positive Psychology for Managing Career and Life,IIT Bombay,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 17, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg147,,,,
noc26-mg148,Management,MGMT,Fundamentals of Cost Accounting,IIT Madras,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 18, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg148,,,,
noc26-mg150,Management,MGMT,Introduction to GST,IIT Madras,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg150,,,,
noc26-mg154,Management,MGMT,Principles of Human Resource Management,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 23, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg154,,,,
noc26-mg155,Management,MGMT,Foundation of Digital Business,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg155,,,,
noc26-mg156,Management,MGMT,Intellectual Property Rights and Competition Law,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg156,,,,
noc26-mg157,Management,MGMT,Customer Relationship Management,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 16, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg157,,,,
noc26-mg158,Management,MGMT,Ethics in Engineering Practice,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 17, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg158,,,,
noc26-mg159,Management,MGMT,Patent Search for Engineers and Lawyers,IIT Kharagpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 18, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg159,,,,
noc26-mg80,Management,MGMT,Foundations of Entrepreneurship,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg80,,,,
noc26-mg81,Management,MGMT,Business Analytics & Data Mining Modeling Using R Part II,IIT Roorkee,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg81,,,,
noc26-mg82,Management,MGMT,Cost Accounting,IIT Bombay,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg82,,,,
noc26-mg83,Management,MGMT,Decision-Making Under Uncertainty,IIT Madras,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg83,,,,
noc26-mg84,Management,MGMT,Design Thinking - A Primer,IIT Madras,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg84,,,,
